case_id,requirement_id,coverage_value
C017,R001925,2
C017,R001926,7
C017,R001929,13
C017,R001930,1
C017,R001932,2
C017,R001933,1
C017,R001934,2
C017,R001935,9
C017,R001938,1
C017,R001939,4
C017,R001940,5
C017,R001941,3
C017,R001943,7
C017,R001944,3
C017,R001946,1
C017,R001952,6
C017,R001954,3
C017,R001958,14
C017,R001961,5
C017,R001963,1
C017,R001964,15
C017,R001966,2
C017,R001968,4
C017,R001969,2
C017,R001973,5
C017,R001974,1
C017,R001975,10
C017,R001978,8
C017,R001979,1
C017,R001987,1
C017,R001988,3
C017,R001989,3
C017,R001990,1
C017,R001991,4
C017,R001992,7
C017,R001994,2
C017,R001995,8
C017,R001996,4
C017,R001997,8
C017,R001999,3
C017,R002000,1
C017,R002001,3
C017,R002002,4
C017,R002004,3
C017,R002011,5
C017,R002012,1
C017,R002014,2
C017,R002017,6
C017,R002018,1
C017,R002020,3
C017,R002025,13
C017,R002028,3
C017,R002035,6
C017,R002036,1
C017,R002040,6
C017,R002041,11
C017,R002044,1
C017,R002045,1
C017,R002048,1
C017,R002049,10
C017,R002050,3
C017,R002054,5
C017,R002056,4
C017,R002059,1
C017,R002062,5
C017,R002063,3
C017,R002065,3
C017,R002066,1
C017,R002067,1
C017,R002068,5
C017,R002074,7
C017,R002077,4
C017,R002078,4
C017,R002079,10
C017,R002081,2
C017,R002085,2
C017,R002086,4
C017,R002088,2
C017,R002090,2
C017,R002091,4
C017,R002092,3
C017,R002093,6
C017,R002094,4
C017,R002095,4
C017,R002096,7
C017,R002100,8
C017,R002101,2
C017,R002103,2
C017,R002104,3
C017,R002105,1
C017,R002106,10
C017,R002107,3
C017,R002108,4
C017,R002109,4
C017,R002110,8
C017,R002112,1
C017,R002113,1
C017,R002114,2
C017,R002118,5
C017,R002120,2
C017,R002122,4
C017,R002123,2
C017,R002125,3
C017,R002127,7
C017,R002128,4
C017,R002129,4
C017,R002131,3
C017,R002132,5
C017,R002134,1
C017,R002139,15
C017,R002142,3
C017,R002144,1
C017,R002146,9
C017,R002147,1
C017,R002149,14
C017,R002150,1
C017,R002151,7
C017,R002152,10
C017,R002154,4
C017,R002156,1
C017,R002157,3
C017,R002159,3
C017,R002160,6
C017,R002161,15
C017,R002163,1
C017,R002169,2
C017,R002172,1
C017,R002174,5
C017,R002176,2
C017,R002178,2
C017,R002181,4
C017,R002183,2
C017,R002185,13
C017,R002189,9
C017,R002190,11
C017,R002191,4
C017,R002192,4
C017,R002193,1
C017,R002194,4
C017,R002195,3
C017,R002196,3
C017,R002198,8
C017,R002199,2
C017,R002200,1
C017,R002202,2
C017,R002205,9
C017,R002206,4
C017,R002207,2
C017,R002209,8
C017,R002215,2
C017,R002217,1
C017,R002219,3
C017,R002222,7
C017,R002224,5
C017,R002228,7
C017,R002229,5
C017,R002231,4
C017,R002233,1
C017,R002234,8
C017,R002235,4
C017,R002238,8
C017,R002242,2
C017,R002244,3
C017,R002246,5
C017,R002248,7
C017,R002250,2
C017,R002252,1
C017,R002255,2
C017,R002258,7
C017,R002259,7
C017,R002260,4
C017,R002263,13
C017,R002265,5
C017,R002266,6
C017,R002267,5
C017,R002269,1
C017,R002270,4
C017,R002271,10
C017,R002272,3
C017,R002275,2
C017,R002279,1
C017,R002281,3
C017,R002282,8
C017,R002283,2
C017,R002285,2
C017,R002286,5
C017,R002287,5
C017,R002289,7
C017,R002290,1
C017,R002293,3
C017,R002294,8
C017,R002297,4
C017,R002298,5
C017,R002301,5
C017,R002303,2
C017,R002304,3
C017,R002306,7
C017,R002307,5
C017,R002308,3
C017,R002310,2
C017,R002311,2
C017,R002315,1
C017,R002316,1
C017,R002317,9
C017,R002319,6
C017,R002321,3
C017,R002326,13
C017,R002328,5
C017,R002337,3
C017,R002339,1
C017,R002341,1
C017,R002344,11
C017,R002345,10
C017,R002348,6
C017,R002350,1
C017,R002351,2
C017,R002354,8
C017,R002357,1
C017,R002359,14
C017,R002360,15
C017,R002361,7
C017,R002362,1
C017,R002363,6
C017,R002365,2
C017,R002367,1
C017,R002374,7
C017,R002375,8
C017,R002377,3
C017,R002378,4
C017,R002379,1
C017,R002382,1
C017,R002384,4
C017,R002385,4
C017,R002386,3
C017,R002389,1
C017,R002392,1
C017,R002394,2
C017,R002400,6
C017,R002402,4
C017,R002403,4
C017,R002404,8
C017,R002407,13
C017,R002409,5
C017,R002411,3
C017,R002412,12
C017,R002413,14
C017,R002416,5
C017,R002418,2
C017,R002423,6
C017,R002430,8
C017,R002432,3
C017,R002438,9
C017,R002440,3
C017,R002445,5
C017,R002446,3
C017,R002447,5
C017,R002448,1
C017,R002449,4
C017,R002451,11
C017,R002452,4
C017,R002453,5
C017,R002455,1
C017,R002458,5
C017,R002459,1
C017,R002460,4
C017,R002464,7
C017,R002466,6
C017,R002467,3
C017,R002468,6
C017,R002469,5
C017,R002472,2
C017,R002473,5
C017,R002477,14
C017,R002479,2
C017,R002480,4
C017,R002481,3
C017,R002482,3
C017,R002483,14
C017,R002484,2
C017,R002486,3
C017,R002487,6
C017,R002492,2
C017,R002494,5
C017,R002495,6
C017,R002497,4
C017,R002498,9
C017,R002499,3
C017,R002500,5
C017,R002502,5
C017,R002507,3
C017,R002509,4
C017,R002511,2
C017,R002512,1
C017,R002514,1
C017,R002515,11
C017,R002518,12
C017,R002519,1
C017,R002522,6
C017,R002524,6
C017,R002525,2
C017,R002526,8
C017,R002528,5
C017,R002529,3
C017,R002532,5
C017,R002533,1
C017,R002538,10
C017,R002540,6
C017,R002547,8
C017,R002548,4
C017,R002550,4
C017,R002556,7
C017,R002557,3
C017,R002558,3
C017,R002563,9
C017,R002564,1
C017,R002567,1
C017,R002568,3
C017,R002570,2
C017,R002571,2
C017,R002574,5
C017,R002575,1
C017,R002576,2
C017,R002578,4
C017,R002581,1
C017,R002582,7
C017,R002584,2
C017,R002585,12
C017,R002588,2
C017,R002590,8
C017,R002591,5
C017,R002594,2
C017,R002595,10
C017,R002596,6
C017,R002600,2
C017,R002601,1
C017,R002605,2
C017,R002609,2
C017,R002610,1
C017,R002611,10
C017,R002612,3
C017,R002613,4
C017,R002614,9
C017,R002618,4
C017,R002622,3
C017,R002624,3
C017,R002625,2
C017,R002626,5
C017,R002627,1
C017,R002634,4
C017,R002637,7
C017,R002638,1
C017,R002640,1
C017,R002642,5
C017,R002643,2
C017,R002644,2
C017,R002647,3
C017,R002649,3
C017,R002651,4
C017,R002657,4
C017,R002660,1
C017,R002662,8
C017,R002663,9
C017,R002664,2
C017,R002666,6
C017,R002668,3
C017,R002673,3
C017,R002674,14
C017,R002677,14
C017,R002678,6
C017,R002679,3
C017,R002680,14
C017,R002682,4
C017,R002686,12
C017,R002687,4
C017,R002688,9
C017,R002689,1
C017,R002691,4
C017,R002693,3
C017,R002699,4
C017,R002705,5
C017,R002706,6
C017,R002708,15
C017,R002709,1
C017,R002710,2
C017,R002714,4
C017,R002715,14
C017,R002716,6
C017,R002717,15
C017,R002721,4
C017,R002722,11
C017,R002723,13
C017,R002724,4
C017,R002727,9
C017,R002728,8
C017,R002730,1
C017,R002731,15
C017,R002735,6
C017,R002737,4
C017,R002738,1
C017,R002739,15
C017,R002744,5
C017,R002754,3
C017,R002755,4
C017,R002759,7
C017,R002762,11
C017,R002763,5
C017,R002764,2
C017,R002767,4
C017,R002768,7
C017,R002770,7
C017,R002771,5
C017,R002773,2
C017,R002776,6
C017,R002777,14
C017,R002780,7
C017,R002784,2
C017,R002786,3
C017,R002789,3
C017,R002791,7
C017,R002800,3
C017,R002804,2
C017,R002808,3
C017,R002812,2
C017,R002813,4
C017,R002815,1
C017,R002816,2
C017,R002819,2
C017,R002820,3
C017,R002822,4
C017,R002823,8
C017,R002824,3
C017,R002826,10
C017,R002827,6
C017,R002828,3
C017,R002830,1
C017,R002833,1
C017,R002834,7
C017,R002836,4
C017,R002837,2
C017,R002838,2
C017,R002841,3
C017,R002842,2
C017,R002849,4
C017,R002854,11
C017,R002856,3
C017,R002858,3
C017,R002863,11
C017,R002866,1
C017,R002868,1
C017,R002870,5
C017,R002875,3
C017,R002883,2
C017,R002884,6
C017,R002885,2
C017,R002886,1
C017,R002887,10
C017,R002889,6
C017,R002892,4
C017,R002893,4
C017,R002895,1
C017,R002896,2
C017,R002899,5
C017,R002901,5
C017,R002902,7
C017,R002903,1
C017,R002905,4
C017,R002907,4
C017,R002910,2
C017,R002914,1
C017,R002918,2
C017,R002919,5
C017,R002920,4
C017,R002923,7
C017,R002931,3
C017,R002932,9
C017,R002933,1
C017,R002934,4
C017,R002936,11
C017,R002939,5
C017,R002940,4
C017,R002941,6
C017,R002943,1
C017,R002944,1
C017,R002946,5
C017,R002947,1
C017,R002948,9
C017,R002949,14
C017,R002951,2
C017,R002952,15
C017,R002953,10
C017,R002956,1
C017,R002958,1
C017,R002959,2
C017,R002960,10
C017,R002961,1
C017,R002962,14
C017,R002966,2
C017,R002968,4
C017,R002969,2
C017,R002971,4
C017,R002973,9
C017,R002979,6
C017,R002988,15
C017,R002989,10
C017,R002990,5
C017,R002994,10
C017,R002995,10
C017,R002997,3
C017,R002999,6
C017,R003003,2
C017,R003005,1
C017,R003008,1
C017,R003009,1
C017,R003010,1
C017,R003011,4
C017,R003012,2
C017,R003013,3
C017,R003014,2
C017,R003015,4
C017,R003016,2
C017,R003020,3
C017,R003022,4
C017,R003024,3
C017,R003028,4
C017,R003029,6
C017,R003030,1
C017,R003032,9
C017,R003033,6
C017,R003036,1
C017,R003037,7
C017,R003040,1
C017,R003041,2
C017,R003042,3
C017,R003043,12
C017,R003044,3
C017,R003045,3
C017,R003047,3
C017,R003049,5
C017,R003050,4
C017,R003053,6
C017,R003054,5
C017,R003056,15
C017,R003057,4
C017,R003058,3
C017,R003059,3
C017,R003060,2
C017,R003061,10
C017,R003062,1
C017,R003063,5
C017,R003066,8
C017,R003068,8
C017,R003069,11
C017,R003071,4
C017,R003072,2
C017,R003073,5
C017,R003074,2
C017,R003076,5
C017,R003078,2
C017,R003079,1
C017,R003080,2
C017,R003081,7
C017,R003084,2
C017,R003086,2
C017,R003087,1
C017,R003089,5
C017,R003090,7
C017,R003092,2
C017,R003095,6
C017,R003098,1
C017,R003105,2
C017,R003109,3
C017,R003110,2
C017,R003114,7
C017,R003115,5
C017,R003116,10
C017,R003118,1
C017,R003119,4
C017,R003120,4
C017,R003122,1
C017,R003123,4
C017,R003126,2
C017,R003128,3
C017,R003130,2
C017,R003131,5
C017,R003132,1
C017,R003133,5
C017,R003134,3
C017,R003138,12
C017,R003141,1
C017,R003142,9
C017,R003143,12
C017,R003144,7
C017,R003145,1
C017,R003146,5
C017,R003148,6
C017,R003149,6
C017,R003151,9
C017,R003154,8
C017,R003157,7
C017,R003159,3
C017,R003160,3
C017,R003165,3
C017,R003167,2
C017,R003170,5
C017,R003171,8
C017,R003173,2
C017,R003174,3
C017,R003176,8
C017,R003177,13
C017,R003180,6
C017,R003181,3
C017,R003183,4
C017,R003186,7
C017,R003191,5
C017,R003192,1
C017,R003193,11
C017,R003194,1
C017,R003195,1
C017,R003196,3
C017,R003197,3
C017,R003201,2
C017,R003202,10
C017,R003203,14
C017,R003208,11
C017,R003212,5
C017,R003214,2
C017,R003218,4
C017,R003219,2
C017,R003220,6
C017,R003221,15
C017,R003222,11
C017,R003224,5
C017,R003225,7
C017,R003226,5
C017,R003229,7
C017,R003231,2
C017,R003232,2
C017,R003241,2
C017,R003244,7
C017,R003247,7
C017,R003248,2
C017,R003251,5
C017,R003252,4
C017,R003254,4
C017,R003255,6
C017,R003257,1
C017,R003258,4
C017,R003259,9
C017,R003261,8
C017,R003266,8
C017,R003271,2
C017,R003272,8
C017,R003273,1
C017,R003277,12
C017,R003278,7
C017,R003279,7
C017,R003280,2
C017,R003284,4
C017,R003286,13
C017,R003287,11
C017,R003289,2
C017,R003291,6
C017,R003293,6
C017,R003296,1
C017,R003299,1
C017,R003300,7
C017,R003304,5
C017,R003310,6
C017,R003311,1
C017,R003312,6
C017,R003315,5
C017,R003316,10
C017,R003318,9
C017,R003319,2
C017,R003322,4
C017,R003324,5
C017,R003325,4
C017,R003327,14
C017,R003328,3
C017,R003329,10
C017,R003331,2
C017,R003335,2
C017,R003336,5
C017,R003338,3
C017,R003339,1
C017,R003340,8
C017,R003343,3
C017,R003347,1
C017,R003348,2
C017,R003352,5
C017,R003355,14
C017,R003358,3
C017,R003360,2
C017,R003363,14
C017,R003366,1
C017,R003367,2
C017,R003368,3
C017,R003370,5
C017,R003371,3
C017,R003372,1
C017,R003377,5
C017,R003378,3
C017,R003379,6
C017,R003381,7
C017,R003384,4
C017,R003385,11
C017,R003386,7
C017,R003387,7
C017,R003389,4
C017,R003390,3
C017,R003391,7
C017,R003392,2
C017,R003393,2
C017,R003398,12
C017,R003403,10
C017,R003406,3
C017,R003407,1
C017,R003408,13
C017,R003409,2
C017,R003410,2
C017,R003413,1
C017,R003414,2
C017,R003415,10
C017,R003416,4
C017,R003419,2
C017,R003422,5
C017,R003423,2
C017,R003424,7
C017,R003425,4
C017,R003426,2
C017,R003427,6
C017,R003428,3
C017,R003431,5
C017,R003434,4
C017,R003435,12
C017,R003437,3
C017,R003438,9
C017,R003439,6
C017,R003443,2
C017,R003446,4
C017,R003449,2
C017,R003450,8
C017,R003452,3
C017,R003453,1
C017,R003454,1
C017,R003455,1
C017,R003456,9
C017,R003459,2
C017,R003460,1
C017,R003461,5
C017,R003462,3
C017,R003467,1
C017,R003468,1
C017,R003471,15
C017,R003473,7
C017,R003474,2
C017,R003475,4
C017,R003477,3
C017,R003478,15
C017,R003479,3
C017,R003480,6
C017,R003481,3
C017,R003482,3
C017,R003487,1
C017,R003488,6
C017,R003498,4
C017,R003501,2
C017,R003502,6
C017,R003503,5
C017,R003504,3
C017,R003505,10
C017,R003506,1
C017,R003507,4
C017,R003508,4
C017,R003509,2
C017,R003515,3
C017,R003516,3
C017,R003518,5
C017,R003520,1
C017,R003521,1
C017,R003522,9
C017,R003525,4
C017,R003527,4
C017,R003529,1
C017,R003530,12
C017,R003532,2
C017,R003533,8
C017,R003534,4
C017,R003538,3
C017,R003542,3
C017,R003543,3
C017,R003550,7
C017,R003552,13
C017,R003553,5
C017,R003554,4
C017,R003556,2
C017,R003562,5
C017,R003565,1
C017,R003566,7
C017,R003570,11
C017,R003572,1
C017,R003573,4
C017,R003576,5
C017,R003577,6
C017,R003582,2
C017,R003584,3
C017,R003585,4
C017,R003590,7
C017,R003593,1
C017,R003595,5
C017,R003603,13
C017,R003605,5
C017,R003606,1
C017,R003611,8
C017,R003612,1
C017,R003613,4
C017,R003614,3
C017,R003615,2
C017,R003618,3
C017,R003622,6
C017,R003624,3
C017,R003626,3
C017,R003627,2
C017,R003630,1
C017,R003632,2
C017,R003634,5
C017,R003635,5
C017,R003639,3
C017,R003640,3
C017,R003648,3
C017,R003650,3
C017,R003651,5
C017,R003655,2
C017,R003656,3
C017,R003657,11
C017,R003658,4
C017,R003659,1
C017,R003662,12
C017,R003663,6
C017,R003664,9
C017,R003670,9
C017,R003672,2
C017,R003674,6
C017,R003677,8
C017,R003678,6
C017,R003682,2
C017,R003683,9
C017,R003686,8
C017,R003690,4
C017,R003691,4
C017,R003694,15
C017,R003695,9
C017,R003696,1
C017,R003697,9
C017,R003701,5
C017,R003702,15
C017,R003704,5
C017,R003706,1
C017,R003707,3
C017,R003711,2
C017,R003712,5
C017,R003714,3
C017,R003715,13
C017,R003716,4
C017,R003718,1
C017,R003719,5
C017,R003722,1
C017,R003723,13
C017,R003726,9
C017,R003727,1
C017,R003728,7
C017,R003729,1
C017,R003730,8
C017,R003732,1
C017,R003733,3
C017,R003737,1
C017,R003739,2
C017,R003740,1
C017,R003741,1
C017,R003742,8
C017,R003743,12
C017,R003744,11
C017,R003745,3
C017,R003747,6
C017,R003750,9
C017,R003752,3
C017,R003754,5
C017,R003755,2
C017,R003758,7
C017,R003759,2
C017,R003760,1
C017,R003761,5
C017,R003762,3
C017,R003763,6
C017,R003769,7
C017,R003770,3
C017,R003771,1
C017,R003772,12
C017,R003773,3
C017,R003776,3
C017,R003780,13
C017,R003781,1
C017,R003784,3
C017,R003785,2
C017,R003786,5
C017,R003788,3
C017,R003789,4
C017,R003790,6
C017,R003791,12
C017,R003797,2
C017,R003798,7
C017,R003799,1
C017,R003800,1
C017,R003801,12
C017,R003802,2
C017,R003803,5
C017,R003804,4
C017,R003809,6
C017,R003811,2
C017,R003812,1
C017,R003813,3
C017,R003814,1
C017,R003815,15
C017,R003816,5
C017,R003822,7
C017,R003823,1
C017,R003829,3
C017,R003831,5
C017,R003834,8
C017,R003835,1
C017,R003836,3
C017,R003837,4
C017,R003840,1
C017,R003841,1
C017,R003842,3
C017,R003843,8
C017,R003845,3
C017,R003846,4
C017,R003850,3
C017,R003851,2
C017,R003855,2
C017,R003856,5
C017,R003859,8
C017,R003860,6
C017,R003863,6
C017,R003864,3
C017,R003869,1
C017,R003871,1
C017,R003872,3
C017,R003874,6
C017,R003879,2
C017,R003880,4
C017,R003881,3
C017,R003882,4
C017,R003884,2
C017,R003891,5
C017,R003892,6
C017,R003893,9
C017,R003894,4
C017,R003895,5
C017,R003898,2
C017,R003899,3
C017,R003902,3
C017,R003908,2
C017,R003910,3
C017,R003913,4
C017,R003916,4
C017,R003919,4
C017,R003920,14
C017,R003921,2
C017,R003922,1
C017,R003927,10
C017,R003932,7
C017,R003936,1
C017,R003938,2
C017,R003939,3
C017,R003942,7
C017,R003944,5
C017,R003945,2
C017,R003949,1
C017,R003950,3
C017,R003951,10
C017,R003952,1
C017,R003953,6
C017,R003954,2
C017,R003955,2
C017,R003956,1
C017,R003957,2
C017,R003962,1
C017,R003963,3
C017,R003965,1
C017,R003966,5
C017,R003971,3
C017,R003972,8
C017,R003973,5
C017,R003975,4
C017,R003979,1
C017,R003982,7
C017,R003983,2
C017,R003984,1
C017,R003985,4
C017,R003987,4
C017,R003990,5
C017,R003991,5
C017,R003995,7
C017,R003996,2
C017,R003997,8
C017,R003999,3
C017,R004000,1
C017,R004001,14
C017,R004002,4
C017,R004003,10
C017,R004008,9
C017,R004009,3
C017,R004010,1
C017,R004013,5
C017,R004014,1
C017,R004017,6
C017,R004018,2
C017,R004019,1
C017,R004021,2
C017,R004025,7
C017,R004028,1
C017,R004029,2
C017,R004037,1
C017,R004039,5
C017,R004040,2
C017,R004042,3
C017,R004043,1
C017,R004048,1
C017,R004051,2
C017,R004052,10
C017,R004054,10
C017,R004055,3
C017,R004056,12
C017,R004057,6
C017,R004060,5
C017,R004061,9
C017,R004064,1
C017,R004065,5
C017,R004066,1
C017,R004067,1
C017,R004072,4
C017,R004075,7
C017,R004076,6
C017,R004077,14
C017,R004078,7
C017,R004079,2
C017,R004081,1
C017,R004082,3
C017,R004083,9
C017,R004084,6
C017,R004085,2
C017,R004088,7
C017,R004090,2
C017,R004091,4
C017,R004092,11
C017,R004094,2
C017,R004099,5
C017,R004102,1
C017,R004103,9
C017,R004104,10
C017,R004107,3
C017,R004108,3
C017,R004109,8
C017,R004110,4
C017,R004111,15
C017,R004113,3
C017,R004116,4
C017,R004118,7
C017,R004119,7
C017,R004121,3
C017,R004122,5
C017,R004124,2
C017,R004125,3
C017,R004126,12
C017,R004130,8
C017,R004131,3
C017,R004132,4
C017,R004134,5
C017,R004136,2
C017,R004137,5
C017,R004141,3
C017,R004142,6
C017,R004145,14
C017,R004148,2
C017,R004150,2
C017,R004151,1
C017,R004154,1
C017,R004157,4
C017,R004160,10
C017,R004163,9
C017,R004164,1
C017,R004171,15
C017,R004172,3
C017,R004173,4
C017,R004175,3
C017,R004176,4
C017,R004179,15
C017,R004180,11
C017,R004181,12
C017,R004182,1
C017,R004185,3
C017,R004197,4
C017,R004201,3
C017,R004206,4
C017,R004207,3
C017,R004210,7
C017,R004211,3
C017,R004213,3
C017,R004216,4
C017,R004218,10
C017,R004221,3
C017,R004222,3
C017,R004223,5
C017,R004227,4
C017,R004228,6
C017,R004229,3
C017,R004230,3
C017,R004234,5
C017,R004235,2
C017,R004236,7
C017,R004241,8
C017,R004242,5
C017,R004243,2
C017,R004244,4
C017,R004247,1
C017,R004251,14
C017,R004254,6
C017,R004256,5
C017,R004257,10
C017,R004258,1
C017,R004259,4
C017,R004262,4
C017,R004265,8
C017,R004266,9
C017,R004267,4
C017,R004268,5
C017,R004270,5
C017,R004271,7
C017,R004273,2
C017,R004276,1
C017,R004277,1
C017,R004281,2
C017,R004282,4
C017,R004284,7
C017,R004285,3
C017,R004288,4
C017,R004290,4
C017,R004291,6
C017,R004293,3
C017,R004294,2
C017,R004296,9
C017,R004297,3
C017,R004304,4
C017,R004305,8
C017,R004309,2
C017,R004310,3
C017,R004311,3
C017,R004315,12
C017,R004323,3
C017,R004324,14
C017,R004326,1
C017,R004327,14
C017,R004330,3
C017,R004333,2
C017,R004335,14
C017,R004337,4
C017,R004338,7
C017,R004339,3
C017,R004340,5
C017,R004342,8
C017,R004344,2
C017,R004346,5
C017,R004348,2
C017,R004354,1
C017,R004355,8
C017,R004356,6
C017,R004358,1
C017,R004359,3
C017,R004362,3
C017,R004364,6
C017,R004365,7
C017,R004367,13
C017,R004368,2
C017,R004375,1
C017,R004379,3
C017,R004384,1
C017,R004385,6
C017,R004386,2
C017,R004387,1
C017,R004388,2
C017,R004389,9
C017,R004390,3
C017,R004391,7
C017,R004393,10
C017,R004405,5
C017,R004406,11
C017,R004407,3
C017,R004411,3
C017,R004415,6
C017,R004416,11
C017,R004418,4
C017,R004419,15
C017,R004420,4
C017,R004423,5
C017,R004425,1
C017,R004431,9
C017,R004432,10
C017,R004434,4
C017,R004435,4
C017,R004437,6
C017,R004442,5
C017,R004443,6
C017,R004445,5
C017,R004450,2
C017,R004452,1
C017,R004453,3
C017,R004455,7
C017,R004457,5
C017,R004458,1
C017,R004459,3
C017,R004461,4
C017,R004466,3
C017,R004469,3
C017,R004472,11
C017,R004473,5
C017,R004476,8
C017,R004477,6
C017,R004478,14
C017,R004480,1
C017,R004481,3
C017,R004484,2
C017,R004485,4
C017,R004490,1
C017,R004491,4
C017,R004498,1
C017,R004499,4
C017,R004500,1
C017,R004502,1
C017,R004503,4
C017,R004504,2
C017,R004506,4
C017,R004508,5
C017,R004509,12
C017,R004510,4
C017,R004512,3
C017,R004513,7
C017,R004514,4
C017,R004518,2
C017,R004520,10
C017,R004521,9
C017,R004522,3
C017,R004523,4
C017,R004524,3
C017,R004525,4
C017,R004530,3
C017,R004537,2
C017,R004539,3
C017,R004540,8
C017,R004542,1
C017,R004543,13
C017,R004544,8
C017,R004545,4
C017,R004548,8
C017,R004549,6
C017,R004550,6
C017,R004552,2
C017,R004553,7
C017,R004554,1
C017,R004556,2
C017,R004558,13
C017,R004561,2
C017,R004562,14
C017,R004564,5
C017,R004566,1
C017,R004567,6
C017,R004568,3
C017,R004570,3
C017,R004571,14
C017,R004574,2
C017,R004576,11
C017,R004579,2
C017,R004580,1
C017,R004584,6
C017,R004585,8
C017,R004586,2
C017,R004588,7
C017,R004592,1
C017,R004593,10
C017,R004594,1
C017,R004595,2
C017,R004596,2
C017,R004597,10
C017,R004598,1
C017,R004599,4
C017,R004602,11
C017,R004603,5
C017,R004609,2
C017,R004611,3
C017,R004612,3
C017,R004613,1
C017,R004614,9
C017,R004616,1
C017,R004619,3
C017,R004621,1
C017,R004624,8
C017,R004625,4
C017,R004627,3
C017,R004628,2
C017,R004631,2
C017,R004632,2
C017,R004634,4
C017,R004636,6
C017,R004639,4
C017,R004642,5
C017,R004643,1
C017,R004644,4
C017,R004646,5
C017,R004647,14
C017,R004648,9
C017,R004649,2
C017,R004651,3
C017,R004653,7
C017,R004656,3
C017,R004658,3
C017,R004661,3
C017,R004663,3
C017,R004664,1
C017,R004665,12
C017,R004666,4
C017,R004667,1
C017,R004668,2
C017,R004669,5
C017,R004670,10
C017,R004671,1
C017,R004672,1
C017,R004675,1
C017,R004676,1
C017,R004677,2
C017,R004682,6
C017,R004684,1
C017,R004686,3
C017,R004687,1
C017,R004691,3
C017,R004693,6
C017,R004695,2
C017,R004697,3
C017,R004700,4
C017,R004701,3
C017,R004702,1
C017,R004703,1
C017,R004704,2
C017,R004705,12
C017,R004709,6
C017,R004710,5
C017,R004712,1
C017,R004714,6
C017,R004718,3
C017,R004719,3
C017,R004720,2
C017,R004721,4
C017,R004722,4
C017,R004723,6
C017,R004726,10
C017,R004727,3
C017,R004728,5
C017,R004729,2
C017,R004731,14
C017,R004732,4
C017,R004733,4
C017,R004735,6
C017,R004739,1
C017,R004741,1
C017,R004743,2
C017,R004747,1
C017,R004750,6
C017,R004754,2
C017,R004760,12
C017,R004763,10
C017,R004766,3
C017,R004768,3
C017,R004770,3
C017,R004771,1
C017,R004773,1
C017,R004774,11
C017,R004777,9
C017,R004778,9
C017,R004779,2
C017,R004782,3
C017,R004785,6
C017,R004787,7
C017,R004788,7
C017,R004792,1
C017,R004793,5
C017,R004795,2
C017,R004796,9
C017,R004797,4
C017,R004800,10
C017,R004802,2
C017,R004803,3
C017,R004804,1
C017,R004805,1
C017,R004807,14
C017,R004808,14
C017,R004810,12
C017,R004812,3
C017,R004816,2
C017,R004817,12
C017,R004818,5
C017,R004820,4
C017,R004821,12
C017,R004828,3
C017,R004833,11
C017,R004836,7
C017,R004838,10
C017,R004839,14
C017,R004842,3
C017,R004848,1
C017,R004849,11
C017,R004850,8
C017,R004851,3
C017,R004852,3
C017,R004855,5
C017,R004856,11
C017,R004858,3
C017,R004862,5
C017,R004867,4
C017,R004868,3
C017,R004870,1
C017,R004872,7
C017,R004873,1
C017,R004874,1
C017,R004878,2
C017,R004879,11
C017,R004881,6
C017,R004884,15
C017,R004885,6
C017,R004887,8
C017,R004888,7
C017,R004889,2
C017,R004890,3
C017,R004892,7
C017,R004893,2
C017,R004895,7
C017,R004896,5
C017,R004898,4
C017,R004903,1
C017,R004905,11
C017,R004907,7
C017,R004908,3
C017,R004910,1
C017,R004914,5
C017,R004916,6
C017,R004917,7
C017,R004919,4
C017,R004920,3
C017,R004921,1
C017,R004922,3
C017,R004924,3
C017,R004926,1
C017,R004930,8
C017,R004931,5
C017,R004935,4
C017,R004937,2
C017,R004939,3
C017,R004940,2
C017,R004941,4
C017,R004944,8
C017,R004946,7
C017,R004947,6
C017,R004950,2
C017,R004952,12
C017,R004953,7
C017,R004956,14
C017,R004960,2
C017,R004961,3
C017,R004962,6
C017,R004963,3
C017,R004966,4
C017,R004969,2
C017,R004970,1
C017,R004971,1
C017,R004974,6
C017,R004979,14
C017,R004980,6
C017,R004981,1
C017,R004982,1
C017,R004985,1
C017,R004986,4
C017,R004987,1
C017,R004989,7
C017,R004990,1
C017,R004992,1
C017,R004994,5
C017,R004996,1
C017,R004997,4
C017,R005001,3
C017,R005002,1
C017,R005004,2
C017,R005010,1
C017,R005016,2
C017,R005017,1
C017,R005027,11
C017,R005028,2
C017,R005034,7
C017,R005035,2
C017,R005040,2
C017,R005042,4
C017,R005045,2
C017,R005046,15
C017,R005049,1
C017,R005050,1
C017,R005053,1
C017,R005054,1
C017,R005055,5
C017,R005056,8
C017,R005058,1
C017,R005061,2
C017,R005063,5
C017,R005064,2
C017,R005065,5
C017,R005070,2
C017,R005071,1
C017,R005072,3
C017,R005074,3
C017,R005077,3
C017,R005079,3
C017,R005080,1
C017,R005081,1
C017,R005082,5
C017,R005083,5
C017,R005084,5
C017,R005086,4
C017,R005088,1
C017,R005089,1
C017,R005090,15
C017,R005091,2
C017,R005092,6
C017,R005093,3
C017,R005095,4
C017,R005097,9
C017,R005099,6
C017,R005100,6
C017,R005102,2
C017,R005111,2
C017,R005112,4
C017,R005114,5
C017,R005115,11
C017,R005118,6
C017,R005121,2
C017,R005122,2
C017,R005124,1
