requirement_id,requirement_name,coverage_threshold,original_constr_name,description
R006592,Customer_Requirement_6592,17,c6592,Customer requirement 6592
R006593,Customer_Requirement_6593,12,c6593,Customer requirement 6593
R006594,Customer_Requirement_6594,8,c6594,Customer requirement 6594
R006595,Customer_Requirement_6595,10,c6595,Customer requirement 6595
R006596,Customer_Requirement_6596,8,c6596,Customer requirement 6596
R006597,Customer_Requirement_6597,2,c6597,Customer requirement 6597
R006598,Customer_Requirement_6598,9,c6598,Customer requirement 6598
R006599,Customer_Requirement_6599,4,c6599,Customer requirement 6599
R006600,Customer_Requirement_6600,14,c6600,Customer requirement 6600
R006601,Customer_Requirement_6601,23,c6601,Customer requirement 6601
R006602,Customer_Requirement_6602,20,c6602,Customer requirement 6602
R006603,Customer_Requirement_6603,-4,c6603,Customer requirement 6603
R006604,Customer_Requirement_6604,-8,c6604,Customer requirement 6604
R006605,Customer_Requirement_6605,10,c6605,Customer requirement 6605
R006606,Customer_Requirement_6606,-10,c6606,Customer requirement 6606
R006607,Customer_Requirement_6607,8,c6607,Customer requirement 6607
R006608,Customer_Requirement_6608,10,c6608,Customer requirement 6608
R006609,Customer_Requirement_6609,5,c6609,Customer requirement 6609
R006610,Customer_Requirement_6610,0,c6610,Customer requirement 6610
R006611,Customer_Requirement_6611,17,c6611,Customer requirement 6611
R006612,Customer_Requirement_6612,6,c6612,Customer requirement 6612
R006613,Customer_Requirement_6613,8,c6613,Customer requirement 6613
R006614,Customer_Requirement_6614,14,c6614,Customer requirement 6614
R006615,Customer_Requirement_6615,22,c6615,Customer requirement 6615
R006616,Customer_Requirement_6616,16,c6616,Customer requirement 6616
R006617,Customer_Requirement_6617,14,c6617,Customer requirement 6617
R006618,Customer_Requirement_6618,4,c6618,Customer requirement 6618
R006619,Customer_Requirement_6619,1,c6619,Customer requirement 6619
R006620,Customer_Requirement_6620,17,c6620,Customer requirement 6620
R006621,Customer_Requirement_6621,13,c6621,Customer requirement 6621
R006622,Customer_Requirement_6622,7,c6622,Customer requirement 6622
R006623,Customer_Requirement_6623,4,c6623,Customer requirement 6623
R006624,Customer_Requirement_6624,10,c6624,Customer requirement 6624
R006625,Customer_Requirement_6625,-8,c6625,Customer requirement 6625
R006626,Customer_Requirement_6626,8,c6626,Customer requirement 6626
R006627,Customer_Requirement_6627,9,c6627,Customer requirement 6627
R006628,Customer_Requirement_6628,18,c6628,Customer requirement 6628
R006629,Customer_Requirement_6629,21,c6629,Customer requirement 6629
R006630,Customer_Requirement_6630,12,c6630,Customer requirement 6630
R006631,Customer_Requirement_6631,6,c6631,Customer requirement 6631
R006632,Customer_Requirement_6632,17,c6632,Customer requirement 6632
R006633,Customer_Requirement_6633,-5,c6633,Customer requirement 6633
R006634,Customer_Requirement_6634,8,c6634,Customer requirement 6634
R006635,Customer_Requirement_6635,4,c6635,Customer requirement 6635
R006636,Customer_Requirement_6636,9,c6636,Customer requirement 6636
R006637,Customer_Requirement_6637,17,c6637,Customer requirement 6637
R006638,Customer_Requirement_6638,13,c6638,Customer requirement 6638
R006639,Customer_Requirement_6639,13,c6639,Customer requirement 6639
R006640,Customer_Requirement_6640,3,c6640,Customer requirement 6640
R006641,Customer_Requirement_6641,12,c6641,Customer requirement 6641
R006642,Customer_Requirement_6642,14,c6642,Customer requirement 6642
R006643,Customer_Requirement_6643,16,c6643,Customer requirement 6643
R006644,Customer_Requirement_6644,15,c6644,Customer requirement 6644
R006645,Customer_Requirement_6645,7,c6645,Customer requirement 6645
R006646,Customer_Requirement_6646,-7,c6646,Customer requirement 6646
R006647,Customer_Requirement_6647,5,c6647,Customer requirement 6647
R006648,Customer_Requirement_6648,5,c6648,Customer requirement 6648
R006649,Customer_Requirement_6649,0,c6649,Customer requirement 6649
R006650,Customer_Requirement_6650,19,c6650,Customer requirement 6650
R006651,Customer_Requirement_6651,24,c6651,Customer requirement 6651
R006652,Customer_Requirement_6652,-4,c6652,Customer requirement 6652
R006653,Customer_Requirement_6653,5,c6653,Customer requirement 6653
R006654,Customer_Requirement_6654,4,c6654,Customer requirement 6654
R006655,Customer_Requirement_6655,21,c6655,Customer requirement 6655
R006656,Customer_Requirement_6656,10,c6656,Customer requirement 6656
R006657,Customer_Requirement_6657,19,c6657,Customer requirement 6657
R006658,Customer_Requirement_6658,4,c6658,Customer requirement 6658
R006659,Customer_Requirement_6659,15,c6659,Customer requirement 6659
R006660,Customer_Requirement_6660,11,c6660,Customer requirement 6660
R006661,Customer_Requirement_6661,16,c6661,Customer requirement 6661
R006662,Customer_Requirement_6662,12,c6662,Customer requirement 6662
R006663,Customer_Requirement_6663,13,c6663,Customer requirement 6663
R006664,Customer_Requirement_6664,23,c6664,Customer requirement 6664
R006665,Customer_Requirement_6665,-2,c6665,Customer requirement 6665
R006666,Customer_Requirement_6666,-6,c6666,Customer requirement 6666
R006667,Customer_Requirement_6667,4,c6667,Customer requirement 6667
R006668,Customer_Requirement_6668,-10,c6668,Customer requirement 6668
R006669,Customer_Requirement_6669,8,c6669,Customer requirement 6669
R006670,Customer_Requirement_6670,13,c6670,Customer requirement 6670
R006671,Customer_Requirement_6671,12,c6671,Customer requirement 6671
R006672,Customer_Requirement_6672,5,c6672,Customer requirement 6672
R006673,Customer_Requirement_6673,11,c6673,Customer requirement 6673
R006674,Customer_Requirement_6674,10,c6674,Customer requirement 6674
R006675,Customer_Requirement_6675,6,c6675,Customer requirement 6675
R006676,Customer_Requirement_6676,9,c6676,Customer requirement 6676
R006677,Customer_Requirement_6677,7,c6677,Customer requirement 6677
R006678,Customer_Requirement_6678,19,c6678,Customer requirement 6678
R006679,Customer_Requirement_6679,10,c6679,Customer requirement 6679
R006680,Customer_Requirement_6680,13,c6680,Customer requirement 6680
R006681,Customer_Requirement_6681,12,c6681,Customer requirement 6681
R006682,Customer_Requirement_6682,2,c6682,Customer requirement 6682
R006683,Customer_Requirement_6683,15,c6683,Customer requirement 6683
R006684,Customer_Requirement_6684,1,c6684,Customer requirement 6684
R006685,Customer_Requirement_6685,18,c6685,Customer requirement 6685
R006686,Customer_Requirement_6686,17,c6686,Customer requirement 6686
R006687,Customer_Requirement_6687,11,c6687,Customer requirement 6687
R006688,Customer_Requirement_6688,-3,c6688,Customer requirement 6688
R006689,Customer_Requirement_6689,10,c6689,Customer requirement 6689
R006690,Customer_Requirement_6690,12,c6690,Customer requirement 6690
R006691,Customer_Requirement_6691,18,c6691,Customer requirement 6691
R006692,Customer_Requirement_6692,-9,c6692,Customer requirement 6692
R006693,Customer_Requirement_6693,-7,c6693,Customer requirement 6693
R006694,Customer_Requirement_6694,4,c6694,Customer requirement 6694
R006695,Customer_Requirement_6695,9,c6695,Customer requirement 6695
R006696,Customer_Requirement_6696,-4,c6696,Customer requirement 6696
R006697,Customer_Requirement_6697,-3,c6697,Customer requirement 6697
R006698,Customer_Requirement_6698,19,c6698,Customer requirement 6698
R006699,Customer_Requirement_6699,3,c6699,Customer requirement 6699
R006700,Customer_Requirement_6700,22,c6700,Customer requirement 6700
R006701,Customer_Requirement_6701,4,c6701,Customer requirement 6701
R006702,Customer_Requirement_6702,7,c6702,Customer requirement 6702
R006703,Customer_Requirement_6703,-4,c6703,Customer requirement 6703
R006704,Customer_Requirement_6704,-8,c6704,Customer requirement 6704
R006705,Customer_Requirement_6705,-9,c6705,Customer requirement 6705
R006706,Customer_Requirement_6706,11,c6706,Customer requirement 6706
R006707,Customer_Requirement_6707,10,c6707,Customer requirement 6707
R006708,Customer_Requirement_6708,7,c6708,Customer requirement 6708
R006709,Customer_Requirement_6709,-4,c6709,Customer requirement 6709
R006710,Customer_Requirement_6710,10,c6710,Customer requirement 6710
R006711,Customer_Requirement_6711,2,c6711,Customer requirement 6711
R006712,Customer_Requirement_6712,8,c6712,Customer requirement 6712
R006713,Customer_Requirement_6713,5,c6713,Customer requirement 6713
R006714,Customer_Requirement_6714,13,c6714,Customer requirement 6714
R006715,Customer_Requirement_6715,22,c6715,Customer requirement 6715
R006716,Customer_Requirement_6716,10,c6716,Customer requirement 6716
R006717,Customer_Requirement_6717,23,c6717,Customer requirement 6717
R006718,Customer_Requirement_6718,-2,c6718,Customer requirement 6718
R006719,Customer_Requirement_6719,11,c6719,Customer requirement 6719
R006720,Customer_Requirement_6720,-9,c6720,Customer requirement 6720
R006721,Customer_Requirement_6721,8,c6721,Customer requirement 6721
R006722,Customer_Requirement_6722,15,c6722,Customer requirement 6722
R006723,Customer_Requirement_6723,12,c6723,Customer requirement 6723
R006724,Customer_Requirement_6724,21,c6724,Customer requirement 6724
R006725,Customer_Requirement_6725,14,c6725,Customer requirement 6725
R006726,Customer_Requirement_6726,4,c6726,Customer requirement 6726
R006727,Customer_Requirement_6727,-1,c6727,Customer requirement 6727
R006728,Customer_Requirement_6728,8,c6728,Customer requirement 6728
R006729,Customer_Requirement_6729,0,c6729,Customer requirement 6729
R006730,Customer_Requirement_6730,11,c6730,Customer requirement 6730
R006731,Customer_Requirement_6731,0,c6731,Customer requirement 6731
R006732,Customer_Requirement_6732,16,c6732,Customer requirement 6732
R006733,Customer_Requirement_6733,13,c6733,Customer requirement 6733
R006734,Customer_Requirement_6734,-2,c6734,Customer requirement 6734
R006735,Customer_Requirement_6735,19,c6735,Customer requirement 6735
R006736,Customer_Requirement_6736,-4,c6736,Customer requirement 6736
R006737,Customer_Requirement_6737,8,c6737,Customer requirement 6737
R006738,Customer_Requirement_6738,9,c6738,Customer requirement 6738
R006739,Customer_Requirement_6739,2,c6739,Customer requirement 6739
R006740,Customer_Requirement_6740,1,c6740,Customer requirement 6740
R006741,Customer_Requirement_6741,-7,c6741,Customer requirement 6741
R006742,Customer_Requirement_6742,11,c6742,Customer requirement 6742
R006743,Customer_Requirement_6743,14,c6743,Customer requirement 6743
R006744,Customer_Requirement_6744,24,c6744,Customer requirement 6744
R006745,Customer_Requirement_6745,10,c6745,Customer requirement 6745
R006746,Customer_Requirement_6746,2,c6746,Customer requirement 6746
R006747,Customer_Requirement_6747,9,c6747,Customer requirement 6747
R006748,Customer_Requirement_6748,10,c6748,Customer requirement 6748
R006749,Customer_Requirement_6749,-6,c6749,Customer requirement 6749
R006750,Customer_Requirement_6750,10,c6750,Customer requirement 6750
R006751,Customer_Requirement_6751,11,c6751,Customer requirement 6751
R006752,Customer_Requirement_6752,-6,c6752,Customer requirement 6752
R006753,Customer_Requirement_6753,17,c6753,Customer requirement 6753
R006754,Customer_Requirement_6754,6,c6754,Customer requirement 6754
R006755,Customer_Requirement_6755,0,c6755,Customer requirement 6755
R006756,Customer_Requirement_6756,11,c6756,Customer requirement 6756
R006757,Customer_Requirement_6757,20,c6757,Customer requirement 6757
R006758,Customer_Requirement_6758,8,c6758,Customer requirement 6758
R006759,Customer_Requirement_6759,7,c6759,Customer requirement 6759
R006760,Customer_Requirement_6760,14,c6760,Customer requirement 6760
R006761,Customer_Requirement_6761,-2,c6761,Customer requirement 6761
R006762,Customer_Requirement_6762,13,c6762,Customer requirement 6762
R006763,Customer_Requirement_6763,9,c6763,Customer requirement 6763
R006764,Customer_Requirement_6764,1,c6764,Customer requirement 6764
R006765,Customer_Requirement_6765,5,c6765,Customer requirement 6765
R006766,Customer_Requirement_6766,7,c6766,Customer requirement 6766
R006767,Customer_Requirement_6767,11,c6767,Customer requirement 6767
R006768,Customer_Requirement_6768,14,c6768,Customer requirement 6768
R006769,Customer_Requirement_6769,16,c6769,Customer requirement 6769
R006770,Customer_Requirement_6770,8,c6770,Customer requirement 6770
R006771,Customer_Requirement_6771,5,c6771,Customer requirement 6771
R006772,Customer_Requirement_6772,7,c6772,Customer requirement 6772
R006773,Customer_Requirement_6773,11,c6773,Customer requirement 6773
R006774,Customer_Requirement_6774,11,c6774,Customer requirement 6774
R006775,Customer_Requirement_6775,-6,c6775,Customer requirement 6775
R006776,Customer_Requirement_6776,14,c6776,Customer requirement 6776
R006777,Customer_Requirement_6777,21,c6777,Customer requirement 6777
R006778,Customer_Requirement_6778,-3,c6778,Customer requirement 6778
R006779,Customer_Requirement_6779,10,c6779,Customer requirement 6779
R006780,Customer_Requirement_6780,0,c6780,Customer requirement 6780
R006781,Customer_Requirement_6781,-10,c6781,Customer requirement 6781
R006782,Customer_Requirement_6782,9,c6782,Customer requirement 6782
R006783,Customer_Requirement_6783,-9,c6783,Customer requirement 6783
R006784,Customer_Requirement_6784,10,c6784,Customer requirement 6784
R006785,Customer_Requirement_6785,-8,c6785,Customer requirement 6785
R006786,Customer_Requirement_6786,14,c6786,Customer requirement 6786
R006787,Customer_Requirement_6787,14,c6787,Customer requirement 6787
R006788,Customer_Requirement_6788,11,c6788,Customer requirement 6788
R006789,Customer_Requirement_6789,6,c6789,Customer requirement 6789
R006790,Customer_Requirement_6790,6,c6790,Customer requirement 6790
R006791,Customer_Requirement_6791,-7,c6791,Customer requirement 6791
R006792,Customer_Requirement_6792,6,c6792,Customer requirement 6792
R006793,Customer_Requirement_6793,14,c6793,Customer requirement 6793
R006794,Customer_Requirement_6794,6,c6794,Customer requirement 6794
R006795,Customer_Requirement_6795,-9,c6795,Customer requirement 6795
R006796,Customer_Requirement_6796,-2,c6796,Customer requirement 6796
R006797,Customer_Requirement_6797,10,c6797,Customer requirement 6797
R006798,Customer_Requirement_6798,17,c6798,Customer requirement 6798
R006799,Customer_Requirement_6799,22,c6799,Customer requirement 6799
R006800,Customer_Requirement_6800,10,c6800,Customer requirement 6800
R006801,Customer_Requirement_6801,11,c6801,Customer requirement 6801
R006802,Customer_Requirement_6802,7,c6802,Customer requirement 6802
R006803,Customer_Requirement_6803,11,c6803,Customer requirement 6803
R006804,Customer_Requirement_6804,7,c6804,Customer requirement 6804
R006805,Customer_Requirement_6805,1,c6805,Customer requirement 6805
R006806,Customer_Requirement_6806,4,c6806,Customer requirement 6806
R006807,Customer_Requirement_6807,19,c6807,Customer requirement 6807
R006808,Customer_Requirement_6808,9,c6808,Customer requirement 6808
R006809,Customer_Requirement_6809,12,c6809,Customer requirement 6809
R006810,Customer_Requirement_6810,15,c6810,Customer requirement 6810
R006811,Customer_Requirement_6811,8,c6811,Customer requirement 6811
R006812,Customer_Requirement_6812,7,c6812,Customer requirement 6812
R006813,Customer_Requirement_6813,5,c6813,Customer requirement 6813
R006814,Customer_Requirement_6814,13,c6814,Customer requirement 6814
R006815,Customer_Requirement_6815,13,c6815,Customer requirement 6815
R006816,Customer_Requirement_6816,-1,c6816,Customer requirement 6816
R006817,Customer_Requirement_6817,7,c6817,Customer requirement 6817
R006818,Customer_Requirement_6818,-8,c6818,Customer requirement 6818
R006819,Customer_Requirement_6819,4,c6819,Customer requirement 6819
R006820,Customer_Requirement_6820,15,c6820,Customer requirement 6820
R006821,Customer_Requirement_6821,13,c6821,Customer requirement 6821
R006822,Customer_Requirement_6822,8,c6822,Customer requirement 6822
R006823,Customer_Requirement_6823,14,c6823,Customer requirement 6823
R006824,Customer_Requirement_6824,2,c6824,Customer requirement 6824
R006825,Customer_Requirement_6825,-6,c6825,Customer requirement 6825
R006826,Customer_Requirement_6826,-5,c6826,Customer requirement 6826
R006827,Customer_Requirement_6827,7,c6827,Customer requirement 6827
R006828,Customer_Requirement_6828,2,c6828,Customer requirement 6828
R006829,Customer_Requirement_6829,-10,c6829,Customer requirement 6829
R006830,Customer_Requirement_6830,18,c6830,Customer requirement 6830
R006831,Customer_Requirement_6831,-7,c6831,Customer requirement 6831
R006832,Customer_Requirement_6832,4,c6832,Customer requirement 6832
R006833,Customer_Requirement_6833,13,c6833,Customer requirement 6833
R006834,Customer_Requirement_6834,4,c6834,Customer requirement 6834
R006835,Customer_Requirement_6835,-10,c6835,Customer requirement 6835
R006836,Customer_Requirement_6836,12,c6836,Customer requirement 6836
R006837,Customer_Requirement_6837,13,c6837,Customer requirement 6837
R006838,Customer_Requirement_6838,5,c6838,Customer requirement 6838
R006839,Customer_Requirement_6839,-9,c6839,Customer requirement 6839
R006840,Customer_Requirement_6840,5,c6840,Customer requirement 6840
R006841,Customer_Requirement_6841,17,c6841,Customer requirement 6841
R006842,Customer_Requirement_6842,21,c6842,Customer requirement 6842
R006843,Customer_Requirement_6843,-9,c6843,Customer requirement 6843
R006844,Customer_Requirement_6844,0,c6844,Customer requirement 6844
R006845,Customer_Requirement_6845,11,c6845,Customer requirement 6845
R006846,Customer_Requirement_6846,2,c6846,Customer requirement 6846
R006847,Customer_Requirement_6847,14,c6847,Customer requirement 6847
R006848,Customer_Requirement_6848,8,c6848,Customer requirement 6848
R006849,Customer_Requirement_6849,8,c6849,Customer requirement 6849
R006850,Customer_Requirement_6850,6,c6850,Customer requirement 6850
R006851,Customer_Requirement_6851,10,c6851,Customer requirement 6851
R006852,Customer_Requirement_6852,7,c6852,Customer requirement 6852
R006853,Customer_Requirement_6853,13,c6853,Customer requirement 6853
R006854,Customer_Requirement_6854,11,c6854,Customer requirement 6854
R006855,Customer_Requirement_6855,-9,c6855,Customer requirement 6855
R006856,Customer_Requirement_6856,9,c6856,Customer requirement 6856
R006857,Customer_Requirement_6857,11,c6857,Customer requirement 6857
R006858,Customer_Requirement_6858,23,c6858,Customer requirement 6858
R006859,Customer_Requirement_6859,14,c6859,Customer requirement 6859
R006860,Customer_Requirement_6860,12,c6860,Customer requirement 6860
R006861,Customer_Requirement_6861,15,c6861,Customer requirement 6861
R006862,Customer_Requirement_6862,14,c6862,Customer requirement 6862
R006863,Customer_Requirement_6863,3,c6863,Customer requirement 6863
R006864,Customer_Requirement_6864,8,c6864,Customer requirement 6864
R006865,Customer_Requirement_6865,22,c6865,Customer requirement 6865
R006866,Customer_Requirement_6866,14,c6866,Customer requirement 6866
R006867,Customer_Requirement_6867,5,c6867,Customer requirement 6867
R006868,Customer_Requirement_6868,9,c6868,Customer requirement 6868
R006869,Customer_Requirement_6869,13,c6869,Customer requirement 6869
R006870,Customer_Requirement_6870,-4,c6870,Customer requirement 6870
R006871,Customer_Requirement_6871,20,c6871,Customer requirement 6871
R006872,Customer_Requirement_6872,10,c6872,Customer requirement 6872
R006873,Customer_Requirement_6873,16,c6873,Customer requirement 6873
R006874,Customer_Requirement_6874,7,c6874,Customer requirement 6874
R006875,Customer_Requirement_6875,3,c6875,Customer requirement 6875
R006876,Customer_Requirement_6876,16,c6876,Customer requirement 6876
R006877,Customer_Requirement_6877,-4,c6877,Customer requirement 6877
R006878,Customer_Requirement_6878,24,c6878,Customer requirement 6878
R006879,Customer_Requirement_6879,8,c6879,Customer requirement 6879
R006880,Customer_Requirement_6880,15,c6880,Customer requirement 6880
R006881,Customer_Requirement_6881,4,c6881,Customer requirement 6881
R006882,Customer_Requirement_6882,11,c6882,Customer requirement 6882
R006883,Customer_Requirement_6883,-4,c6883,Customer requirement 6883
R006884,Customer_Requirement_6884,-2,c6884,Customer requirement 6884
R006885,Customer_Requirement_6885,12,c6885,Customer requirement 6885
R006886,Customer_Requirement_6886,8,c6886,Customer requirement 6886
R006887,Customer_Requirement_6887,16,c6887,Customer requirement 6887
R006888,Customer_Requirement_6888,21,c6888,Customer requirement 6888
R006889,Customer_Requirement_6889,8,c6889,Customer requirement 6889
R006890,Customer_Requirement_6890,8,c6890,Customer requirement 6890
R006891,Customer_Requirement_6891,6,c6891,Customer requirement 6891
R006892,Customer_Requirement_6892,13,c6892,Customer requirement 6892
R006893,Customer_Requirement_6893,19,c6893,Customer requirement 6893
R006894,Customer_Requirement_6894,17,c6894,Customer requirement 6894
R006895,Customer_Requirement_6895,9,c6895,Customer requirement 6895
R006896,Customer_Requirement_6896,8,c6896,Customer requirement 6896
R006897,Customer_Requirement_6897,13,c6897,Customer requirement 6897
R006898,Customer_Requirement_6898,14,c6898,Customer requirement 6898
R006899,Customer_Requirement_6899,23,c6899,Customer requirement 6899
R006900,Customer_Requirement_6900,13,c6900,Customer requirement 6900
R006901,Customer_Requirement_6901,11,c6901,Customer requirement 6901
R006902,Customer_Requirement_6902,15,c6902,Customer requirement 6902
R006903,Customer_Requirement_6903,20,c6903,Customer requirement 6903
R006904,Customer_Requirement_6904,1,c6904,Customer requirement 6904
R006905,Customer_Requirement_6905,22,c6905,Customer requirement 6905
R006906,Customer_Requirement_6906,8,c6906,Customer requirement 6906
R006907,Customer_Requirement_6907,12,c6907,Customer requirement 6907
R006908,Customer_Requirement_6908,7,c6908,Customer requirement 6908
R006909,Customer_Requirement_6909,20,c6909,Customer requirement 6909
R006910,Customer_Requirement_6910,14,c6910,Customer requirement 6910
R006911,Customer_Requirement_6911,11,c6911,Customer requirement 6911
R006912,Customer_Requirement_6912,8,c6912,Customer requirement 6912
R006913,Customer_Requirement_6913,-2,c6913,Customer requirement 6913
R006914,Customer_Requirement_6914,4,c6914,Customer requirement 6914
R006915,Customer_Requirement_6915,16,c6915,Customer requirement 6915
R006916,Customer_Requirement_6916,8,c6916,Customer requirement 6916
R006917,Customer_Requirement_6917,0,c6917,Customer requirement 6917
R006918,Customer_Requirement_6918,12,c6918,Customer requirement 6918
R006919,Customer_Requirement_6919,8,c6919,Customer requirement 6919
R006920,Customer_Requirement_6920,21,c6920,Customer requirement 6920
R006921,Customer_Requirement_6921,6,c6921,Customer requirement 6921
R006922,Customer_Requirement_6922,22,c6922,Customer requirement 6922
R006923,Customer_Requirement_6923,-2,c6923,Customer requirement 6923
R006924,Customer_Requirement_6924,14,c6924,Customer requirement 6924
R006925,Customer_Requirement_6925,9,c6925,Customer requirement 6925
R006926,Customer_Requirement_6926,-2,c6926,Customer requirement 6926
R006927,Customer_Requirement_6927,9,c6927,Customer requirement 6927
R006928,Customer_Requirement_6928,3,c6928,Customer requirement 6928
R006929,Customer_Requirement_6929,12,c6929,Customer requirement 6929
R006930,Customer_Requirement_6930,4,c6930,Customer requirement 6930
R006931,Customer_Requirement_6931,9,c6931,Customer requirement 6931
R006932,Customer_Requirement_6932,12,c6932,Customer requirement 6932
R006933,Customer_Requirement_6933,14,c6933,Customer requirement 6933
R006934,Customer_Requirement_6934,-9,c6934,Customer requirement 6934
R006935,Customer_Requirement_6935,9,c6935,Customer requirement 6935
R006936,Customer_Requirement_6936,-4,c6936,Customer requirement 6936
R006937,Customer_Requirement_6937,23,c6937,Customer requirement 6937
R006938,Customer_Requirement_6938,22,c6938,Customer requirement 6938
R006939,Customer_Requirement_6939,14,c6939,Customer requirement 6939
R006940,Customer_Requirement_6940,19,c6940,Customer requirement 6940
R006941,Customer_Requirement_6941,12,c6941,Customer requirement 6941
R006942,Customer_Requirement_6942,12,c6942,Customer requirement 6942
R006943,Customer_Requirement_6943,7,c6943,Customer requirement 6943
R006944,Customer_Requirement_6944,13,c6944,Customer requirement 6944
R006945,Customer_Requirement_6945,-6,c6945,Customer requirement 6945
R006946,Customer_Requirement_6946,3,c6946,Customer requirement 6946
R006947,Customer_Requirement_6947,2,c6947,Customer requirement 6947
R006948,Customer_Requirement_6948,3,c6948,Customer requirement 6948
R006949,Customer_Requirement_6949,4,c6949,Customer requirement 6949
R006950,Customer_Requirement_6950,11,c6950,Customer requirement 6950
R006951,Customer_Requirement_6951,9,c6951,Customer requirement 6951
R006952,Customer_Requirement_6952,7,c6952,Customer requirement 6952
R006953,Customer_Requirement_6953,11,c6953,Customer requirement 6953
R006954,Customer_Requirement_6954,20,c6954,Customer requirement 6954
R006955,Customer_Requirement_6955,6,c6955,Customer requirement 6955
R006956,Customer_Requirement_6956,19,c6956,Customer requirement 6956
R006957,Customer_Requirement_6957,4,c6957,Customer requirement 6957
R006958,Customer_Requirement_6958,12,c6958,Customer requirement 6958
R006959,Customer_Requirement_6959,5,c6959,Customer requirement 6959
R006960,Customer_Requirement_6960,17,c6960,Customer requirement 6960
R006961,Customer_Requirement_6961,-3,c6961,Customer requirement 6961
R006962,Customer_Requirement_6962,8,c6962,Customer requirement 6962
R006963,Customer_Requirement_6963,21,c6963,Customer requirement 6963
R006964,Customer_Requirement_6964,9,c6964,Customer requirement 6964
R006965,Customer_Requirement_6965,12,c6965,Customer requirement 6965
R006966,Customer_Requirement_6966,-4,c6966,Customer requirement 6966
R006967,Customer_Requirement_6967,13,c6967,Customer requirement 6967
R006968,Customer_Requirement_6968,7,c6968,Customer requirement 6968
R006969,Customer_Requirement_6969,4,c6969,Customer requirement 6969
R006970,Customer_Requirement_6970,7,c6970,Customer requirement 6970
R006971,Customer_Requirement_6971,-1,c6971,Customer requirement 6971
R006972,Customer_Requirement_6972,7,c6972,Customer requirement 6972
R006973,Customer_Requirement_6973,13,c6973,Customer requirement 6973
R006974,Customer_Requirement_6974,-9,c6974,Customer requirement 6974
R006975,Customer_Requirement_6975,10,c6975,Customer requirement 6975
R006976,Customer_Requirement_6976,10,c6976,Customer requirement 6976
R006977,Customer_Requirement_6977,-4,c6977,Customer requirement 6977
R006978,Customer_Requirement_6978,16,c6978,Customer requirement 6978
R006979,Customer_Requirement_6979,7,c6979,Customer requirement 6979
R006980,Customer_Requirement_6980,19,c6980,Customer requirement 6980
R006981,Customer_Requirement_6981,15,c6981,Customer requirement 6981
R006982,Customer_Requirement_6982,4,c6982,Customer requirement 6982
R006983,Customer_Requirement_6983,4,c6983,Customer requirement 6983
R006984,Customer_Requirement_6984,0,c6984,Customer requirement 6984
R006985,Customer_Requirement_6985,6,c6985,Customer requirement 6985
R006986,Customer_Requirement_6986,19,c6986,Customer requirement 6986
R006987,Customer_Requirement_6987,11,c6987,Customer requirement 6987
R006988,Customer_Requirement_6988,20,c6988,Customer requirement 6988
R006989,Customer_Requirement_6989,24,c6989,Customer requirement 6989
R006990,Customer_Requirement_6990,-1,c6990,Customer requirement 6990
R006991,Customer_Requirement_6991,6,c6991,Customer requirement 6991
R006992,Customer_Requirement_6992,1,c6992,Customer requirement 6992
R006993,Customer_Requirement_6993,17,c6993,Customer requirement 6993
R006994,Customer_Requirement_6994,-9,c6994,Customer requirement 6994
R006995,Customer_Requirement_6995,11,c6995,Customer requirement 6995
R006996,Customer_Requirement_6996,7,c6996,Customer requirement 6996
R006997,Customer_Requirement_6997,2,c6997,Customer requirement 6997
R006998,Customer_Requirement_6998,11,c6998,Customer requirement 6998
R006999,Customer_Requirement_6999,9,c6999,Customer requirement 6999
R007000,Customer_Requirement_7000,6,c7000,Customer requirement 7000
R007001,Customer_Requirement_7001,-7,c7001,Customer requirement 7001
R007002,Customer_Requirement_7002,12,c7002,Customer requirement 7002
R007003,Customer_Requirement_7003,0,c7003,Customer requirement 7003
R007004,Customer_Requirement_7004,12,c7004,Customer requirement 7004
R007005,Customer_Requirement_7005,10,c7005,Customer requirement 7005
R007006,Customer_Requirement_7006,11,c7006,Customer requirement 7006
R007007,Customer_Requirement_7007,9,c7007,Customer requirement 7007
R007008,Customer_Requirement_7008,6,c7008,Customer requirement 7008
R007009,Customer_Requirement_7009,9,c7009,Customer requirement 7009
R007010,Customer_Requirement_7010,3,c7010,Customer requirement 7010
R007011,Customer_Requirement_7011,24,c7011,Customer requirement 7011
R007012,Customer_Requirement_7012,11,c7012,Customer requirement 7012
R007013,Customer_Requirement_7013,12,c7013,Customer requirement 7013
R007014,Customer_Requirement_7014,7,c7014,Customer requirement 7014
R007015,Customer_Requirement_7015,9,c7015,Customer requirement 7015
R007016,Customer_Requirement_7016,12,c7016,Customer requirement 7016
R007017,Customer_Requirement_7017,-9,c7017,Customer requirement 7017
R007018,Customer_Requirement_7018,9,c7018,Customer requirement 7018
R007019,Customer_Requirement_7019,15,c7019,Customer requirement 7019
R007020,Customer_Requirement_7020,10,c7020,Customer requirement 7020
R007021,Customer_Requirement_7021,4,c7021,Customer requirement 7021
R007022,Customer_Requirement_7022,14,c7022,Customer requirement 7022
R007023,Customer_Requirement_7023,12,c7023,Customer requirement 7023
R007024,Customer_Requirement_7024,10,c7024,Customer requirement 7024
R007025,Customer_Requirement_7025,2,c7025,Customer requirement 7025
