evidence_id,u_entity_key,v_entity_key,effect_type,agreement_domain,weight,source_type,direction_recorded,confidence_bucket,qc_flag
7442,E4EF7662AB9,E46C6CB733D,activation,trend,1,curation,U_to_V,high,review
7443,EA1AA5B72B3,E46C6CB733D,repression,trend,1,database,V_to_U,low,review
7444,EA1AA5B72B3,E46C6CB733D,activation,contrast,1,experiment,U_to_V,low,review
7445,EA1AA5B72B3,E46C6CB733D,repression,trend,1,pipeline,V_to_U,low,review
7446,E26A94222E2,E46C6CB733D,activation,contrast,1,curation,U_to_V,medium,review
7447,E26A94222E2,E46C6CB733D,repression,trend,1,database,V_to_U,medium,review
7448,E26A94222E2,E46C6CB733D,activation,contrast,1,experiment,U_to_V,medium,fail
7449,E26A94222E2,E46C6CB733D,repression,trend,1,pipeline,V_to_U,high,fail
7450,E26A94222E2,E46C6CB733D,activation,contrast,1,curation,U_to_V,high,fail
7451,E26A94222E2,E46C6CB733D,repression,trend,1,database,V_to_U,high,fail
7452,E26A94222E2,E46C6CB733D,activation,contrast,1,experiment,U_to_V,low,fail
7453,E26A94222E2,E46C6CB733D,repression,trend,1,pipeline,V_to_U,low,fail
7454,E26A94222E2,E46C6CB733D,activation,contrast,1,curation,U_to_V,low,fail
7455,E26A94222E2,E46C6CB733D,repression,trend,1,database,V_to_U,medium,pass
7456,E26A94222E2,E46C6CB733D,activation,contrast,1,experiment,U_to_V,medium,pass
7457,E26A94222E2,E46C6CB733D,repression,trend,1,pipeline,V_to_U,medium,pass
7458,E26A94222E2,E46C6CB733D,activation,contrast,1,curation,U_to_V,high,pass
7459,E26A94222E2,E46C6CB733D,repression,trend,1,database,V_to_U,high,pass
7460,E26A94222E2,E46C6CB733D,activation,contrast,1,experiment,U_to_V,high,pass
7461,E26A94222E2,E46C6CB733D,repression,trend,1,pipeline,V_to_U,low,pass
7462,E26A94222E2,E46C6CB733D,activation,contrast,1,curation,U_to_V,low,review
7463,E26A94222E2,E46C6CB733D,repression,trend,1,database,V_to_U,low,review
7464,E26A94222E2,E46C6CB733D,activation,contrast,1,experiment,U_to_V,medium,review
7465,E26A94222E2,E46C6CB733D,repression,trend,1,pipeline,V_to_U,medium,review
7466,E46C6CB733D,E47ECEADBA7,activation,trend,1,curation,U_to_V,medium,review
7467,E46C6CB733D,E47ECEADBA7,repression,contrast,1,database,V_to_U,high,review
7468,E46C6CB733D,E47ECEADBA7,activation,trend,1,experiment,U_to_V,high,review
7469,E46C6CB733D,E47ECEADBA7,repression,contrast,1,pipeline,V_to_U,high,fail
7470,E46C6CB733D,E47ECEADBA7,activation,trend,1,curation,U_to_V,low,fail
7471,E46C6CB733D,E47ECEADBA7,repression,contrast,1,database,V_to_U,low,fail
7472,E46C6CB733D,E47ECEADBA7,activation,trend,1,experiment,U_to_V,low,fail
7473,E46C6CB733D,E47ECEADBA7,repression,contrast,1,pipeline,V_to_U,medium,fail
7474,E46C6CB733D,E47ECEADBA7,activation,trend,1,curation,U_to_V,medium,fail
7475,E46C6CB733D,E47ECEADBA7,repression,contrast,1,database,V_to_U,medium,fail
7476,E96FD2A873B,E46C6CB733D,activation,trend,1,experiment,U_to_V,high,pass
7477,E96FD2A873B,E46C6CB733D,repression,contrast,1,pipeline,V_to_U,high,pass
7478,E96FD2A873B,E46C6CB733D,activation,trend,1,curation,U_to_V,high,pass
7479,E96FD2A873B,E46C6CB733D,repression,contrast,1,database,V_to_U,low,pass
7480,E96FD2A873B,E46C6CB733D,activation,trend,1,experiment,U_to_V,low,pass
7481,E96FD2A873B,E46C6CB733D,repression,contrast,1,pipeline,V_to_U,low,pass
7482,E96FD2A873B,E46C6CB733D,activation,trend,1,curation,U_to_V,medium,pass
7483,E96FD2A873B,E46C6CB733D,repression,contrast,1,database,V_to_U,medium,review
7484,E1186A1D361,E80AFE45FCB,activation,contrast,1,experiment,U_to_V,medium,review
7485,E1186A1D361,E80AFE45FCB,repression,trend,1,pipeline,V_to_U,high,review
7486,E1186A1D361,E80AFE45FCB,activation,contrast,1,curation,U_to_V,high,review
7487,E1186A1D361,E80AFE45FCB,repression,trend,1,database,V_to_U,high,review
7488,E1186A1D361,E80AFE45FCB,activation,contrast,1,experiment,U_to_V,low,review
7489,E1186A1D361,E80AFE45FCB,repression,trend,1,pipeline,V_to_U,low,review
7490,E1186A1D361,E80AFE45FCB,activation,contrast,1,curation,U_to_V,low,fail
7491,E1186A1D361,E80AFE45FCB,repression,trend,1,database,V_to_U,medium,fail
7492,E1186A1D361,E80AFE45FCB,activation,contrast,1,experiment,U_to_V,medium,fail
7493,E1186A1D361,E80AFE45FCB,repression,trend,1,pipeline,V_to_U,medium,fail
7494,E1186A1D361,E80AFE45FCB,activation,contrast,1,curation,U_to_V,high,fail
7495,E1186A1D361,E80AFE45FCB,repression,trend,1,database,V_to_U,high,fail
7496,E1186A1D361,E80AFE45FCB,activation,contrast,1,experiment,U_to_V,high,fail
7497,E1186A1D361,E80AFE45FCB,repression,trend,1,pipeline,V_to_U,low,pass
7498,E1186A1D361,E80AFE45FCB,activation,contrast,1,curation,U_to_V,low,pass
7499,E1186A1D361,E80AFE45FCB,repression,trend,1,database,V_to_U,low,pass
7500,E1186A1D361,E80AFE45FCB,activation,contrast,1,experiment,U_to_V,medium,pass
7501,E1186A1D361,E80AFE45FCB,repression,trend,1,pipeline,V_to_U,medium,pass
7502,E1186A1D361,E80AFE45FCB,activation,contrast,1,curation,U_to_V,medium,pass
7503,E1186A1D361,E80AFE45FCB,repression,trend,1,database,V_to_U,high,pass
7504,E5B18293B9C,E80AFE45FCB,activation,trend,1,experiment,U_to_V,high,review
7505,E5B18293B9C,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,review
7506,E5B18293B9C,E80AFE45FCB,activation,trend,1,curation,U_to_V,low,review
7507,E5B18293B9C,E80AFE45FCB,repression,contrast,1,database,V_to_U,low,review
7508,E5B18293B9C,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,review
7509,E5B18293B9C,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,medium,review
7510,E5B18293B9C,E80AFE45FCB,activation,trend,1,curation,U_to_V,medium,review
7511,E5B18293B9C,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,fail
7512,E5B18293B9C,E80AFE45FCB,activation,trend,1,experiment,U_to_V,high,fail
7513,E5B18293B9C,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,fail
7514,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,high,fail
7515,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,low,fail
7516,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,fail
7517,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,low,fail
7518,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,medium,pass
7519,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,pass
7520,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,medium,pass
7521,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,pass
7522,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,high,pass
7523,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,high,pass
7524,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,pass
7525,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,low,review
7526,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,low,review
7527,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,review
7528,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,medium,review
7529,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,medium,review
7530,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,high,review
7531,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,high,review
7532,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,high,fail
7533,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,low,fail
7534,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,low,fail
7535,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,low,fail
7536,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,medium,fail
7537,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,medium,fail
7538,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,medium,fail
7539,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,high,pass
7540,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,high,pass
7541,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,pass
7542,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,low,pass
7543,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,low,pass
7544,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,pass
7545,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,medium,pass
7546,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,medium,review
7547,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,review
7548,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,high,review
7549,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,review
7550,E4EF7662AB9,E80AFE45FCB,activation,trend,1,curation,U_to_V,high,review
7551,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,database,V_to_U,low,review
7552,E4EF7662AB9,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,review
7553,E4EF7662AB9,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,low,fail
7554,EA1AA5B72B3,E80AFE45FCB,activation,trend,1,curation,U_to_V,medium,fail
7555,EA1AA5B72B3,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,fail
7556,EA1AA5B72B3,E80AFE45FCB,activation,trend,1,experiment,U_to_V,medium,fail
7557,EA1AA5B72B3,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,high,fail
7558,EA1AA5B72B3,E80AFE45FCB,activation,trend,1,curation,U_to_V,high,fail
7559,EA1AA5B72B3,E80AFE45FCB,repression,contrast,1,database,V_to_U,high,fail
7560,EA1AA5B72B3,E80AFE45FCB,activation,trend,1,experiment,U_to_V,low,pass
7561,EA1AA5B72B3,E80AFE45FCB,repression,contrast,1,pipeline,V_to_U,low,pass
7562,EA1AA5B72B3,E80AFE45FCB,activation,trend,1,curation,U_to_V,low,pass
7563,EA1AA5B72B3,E80AFE45FCB,repression,contrast,1,database,V_to_U,medium,pass
7564,EED846361AB,E3AE5A865C2,activation,trend,1,experiment,U_to_V,medium,pass
7565,EED846361AB,E3AE5A865C2,repression,contrast,1,pipeline,V_to_U,medium,pass
7566,EED846361AB,E3AE5A865C2,activation,trend,1,curation,U_to_V,high,pass
7567,EED846361AB,E3AE5A865C2,repression,contrast,1,database,V_to_U,high,review
7568,EED846361AB,E3AE5A865C2,activation,trend,1,experiment,U_to_V,high,review
7569,EED846361AB,E3AE5A865C2,repression,contrast,1,pipeline,V_to_U,low,review
7570,EED846361AB,E3AE5A865C2,activation,trend,1,curation,U_to_V,low,review
7571,EED846361AB,E3AE5A865C2,repression,contrast,1,database,V_to_U,low,review
7572,EED846361AB,E3AE5A865C2,activation,trend,1,experiment,U_to_V,medium,review
7573,EED846361AB,E3AE5A865C2,repression,contrast,1,pipeline,V_to_U,medium,review
7574,EED846361AB,E3AE5A865C2,activation,trend,1,curation,U_to_V,medium,fail
7575,EED846361AB,E3AE5A865C2,repression,contrast,1,database,V_to_U,high,fail
7576,EED846361AB,E3AE5A865C2,activation,trend,1,experiment,U_to_V,high,fail
7577,EED846361AB,E3AE5A865C2,repression,contrast,1,pipeline,V_to_U,high,fail
7578,EED846361AB,E3AE5A865C2,activation,trend,1,curation,U_to_V,low,fail
7579,EED846361AB,E3AE5A865C2,repression,contrast,1,database,V_to_U,low,fail
7580,E8702F4A748,E28A12485EE,activation,contrast,1,experiment,U_to_V,low,fail
7581,E8702F4A748,E28A12485EE,repression,trend,1,pipeline,V_to_U,medium,pass
7582,E8702F4A748,E28A12485EE,activation,contrast,1,curation,U_to_V,medium,pass
7583,E8702F4A748,E28A12485EE,repression,trend,1,database,V_to_U,medium,pass
7584,E8702F4A748,E28A12485EE,activation,contrast,1,experiment,U_to_V,high,pass
7585,E8702F4A748,E28A12485EE,repression,trend,1,pipeline,V_to_U,high,pass
7586,E8702F4A748,EF7FF4B1A2E,activation,trend,1,curation,U_to_V,high,pass
7587,E8702F4A748,EF7FF4B1A2E,repression,contrast,1,database,V_to_U,low,pass
7588,E8702F4A748,EF7FF4B1A2E,activation,trend,1,experiment,U_to_V,low,review
7589,E8702F4A748,EF7FF4B1A2E,repression,contrast,1,pipeline,V_to_U,low,review
7590,E8702F4A748,EF7FF4B1A2E,activation,trend,1,curation,U_to_V,medium,review
7591,E8702F4A748,EF7FF4B1A2E,repression,contrast,1,database,V_to_U,medium,review
7592,E8702F4A748,E0B1A1697BC,activation,trend,1,experiment,U_to_V,medium,review
7593,E8702F4A748,E0B1A1697BC,repression,contrast,1,pipeline,V_to_U,high,review
7594,E8702F4A748,E0B1A1697BC,activation,trend,1,curation,U_to_V,high,review
7595,E28A12485EE,ECE4A13519A,repression,contrast,1,database,V_to_U,high,fail
7596,E28A12485EE,ECE4A13519A,activation,trend,1,experiment,U_to_V,low,fail
7597,E28A12485EE,ECE4A13519A,repression,contrast,1,pipeline,V_to_U,low,fail
7598,ECE4A13519A,E100E359E37,activation,trend,1,curation,U_to_V,low,fail
7599,E28A12485EE,E6B6CF6F80C,repression,contrast,1,database,V_to_U,medium,fail
7600,E28A12485EE,E6B6CF6F80C,activation,trend,1,experiment,U_to_V,medium,fail
7601,E28A12485EE,E6B6CF6F80C,repression,contrast,1,pipeline,V_to_U,medium,fail
7602,EA6F687804D,E6A9D327896,activation,trend,1,curation,U_to_V,high,pass
7603,EA6F687804D,E6A9D327896,repression,contrast,1,database,V_to_U,high,pass
7604,E5FC1D0D04F,E763ED048DA,activation,trend,1,experiment,U_to_V,high,pass
7605,EF7FF4B1A2E,E18CEC75EAA,repression,contrast,1,pipeline,V_to_U,low,pass
7606,EF7FF4B1A2E,E18CEC75EAA,activation,trend,1,curation,U_to_V,low,pass
7607,E115277ADB3,EB368736978,repression,contrast,1,database,V_to_U,low,pass
7608,E4E1748DCE5,E0AB9BC92C4,activation,trend,1,experiment,U_to_V,medium,pass
7609,E1186A1D361,ECF9CCA676F,repression,trend,1,pipeline,V_to_U,medium,review
7610,E1186A1D361,ECF9CCA676F,activation,contrast,1,curation,U_to_V,medium,review
7611,E1186A1D361,ECF9CCA676F,repression,trend,1,database,V_to_U,high,review
7612,E1186A1D361,ECF9CCA676F,activation,contrast,1,experiment,U_to_V,high,review
7613,E1186A1D361,ECF9CCA676F,repression,trend,1,pipeline,V_to_U,high,review
7614,E1186A1D361,ECF9CCA676F,activation,contrast,1,curation,U_to_V,low,review
7615,E1186A1D361,ECF9CCA676F,repression,trend,1,database,V_to_U,low,review
7616,E1186A1D361,ECF9CCA676F,activation,contrast,1,experiment,U_to_V,low,fail
7617,E1186A1D361,ECF9CCA676F,repression,trend,1,pipeline,V_to_U,medium,fail
7618,E1186A1D361,ECF9CCA676F,activation,contrast,1,curation,U_to_V,medium,fail
7619,E5B18293B9C,ECF9CCA676F,repression,contrast,1,database,V_to_U,medium,fail
7620,E5B18293B9C,ECF9CCA676F,activation,trend,1,experiment,U_to_V,high,fail
7621,E5B18293B9C,ECF9CCA676F,repression,contrast,1,pipeline,V_to_U,high,fail
7622,E5B18293B9C,ECF9CCA676F,activation,trend,1,curation,U_to_V,high,fail
7623,E5B18293B9C,ECF9CCA676F,repression,contrast,1,database,V_to_U,low,pass
7624,E4EF7662AB9,EDF9785A894,activation,trend,1,experiment,U_to_V,low,pass
7625,E4EF7662AB9,EDF9785A894,repression,contrast,1,pipeline,V_to_U,low,pass
7626,EDF9785A894,EF16963C037,activation,trend,1,curation,U_to_V,medium,pass
7627,EDF9785A894,EF16963C037,repression,contrast,1,database,V_to_U,medium,pass
7628,EDF9785A894,ED0874CAD75,activation,trend,1,experiment,U_to_V,medium,pass
7629,EDF9785A894,ED0874CAD75,repression,contrast,1,pipeline,V_to_U,high,pass
7630,E4EF7662AB9,E2223E910F7,activation,contrast,1,curation,U_to_V,high,review
7631,E4EF7662AB9,E2223E910F7,repression,trend,1,database,V_to_U,high,review
7632,E84EF8B58CA,E20B75CDB3F,activation,trend,1,experiment,U_to_V,low,review
7633,EF16963C037,E71FCA888C8,repression,contrast,1,pipeline,V_to_U,low,review
7634,E1186A1D361,EAE68DB4398,activation,contrast,1,curation,U_to_V,low,review
7635,E1186A1D361,EAE68DB4398,repression,trend,1,database,V_to_U,medium,review
7636,E5296C34EC4,E4515492958,activation,trend,1,experiment,U_to_V,medium,review
7637,E4EF7662AB9,E5E3624A84B,repression,contrast,1,pipeline,V_to_U,medium,fail
7638,E26A94222E2,E5E3624A84B,activation,trend,1,curation,U_to_V,high,fail
7639,E26A94222E2,E5E3624A84B,repression,contrast,1,database,V_to_U,high,fail
7640,E5E3624A84B,EB71B8A5BE6,activation,contrast,1,experiment,U_to_V,high,fail
7641,E4EF7662AB9,E4DA72F8E20,repression,contrast,1,pipeline,V_to_U,low,fail
7642,E4EF7662AB9,E4DA72F8E20,activation,trend,1,curation,U_to_V,low,fail
7643,E42B84F3A83,EA66D9A12C0,repression,contrast,1,database,V_to_U,low,fail
7644,E4EF7662AB9,E8225DD9F54,activation,contrast,1,experiment,U_to_V,medium,pass
7645,E8984D0331E,E7901910682,repression,trend,1,pipeline,V_to_U,medium,pass
7646,E8984D0331E,E7901910682,activation,contrast,1,curation,U_to_V,medium,pass
7647,E8984D0331E,E7901910682,repression,trend,1,database,V_to_U,high,pass
7648,E8984D0331E,E7901910682,activation,contrast,1,experiment,U_to_V,high,pass
7649,E8984D0331E,E7901910682,repression,trend,1,pipeline,V_to_U,high,pass
7650,E8984D0331E,E7901910682,activation,contrast,1,curation,U_to_V,low,pass
7651,E8984D0331E,E7901910682,repression,trend,1,database,V_to_U,low,review
7652,E8984D0331E,E7901910682,activation,contrast,1,experiment,U_to_V,low,review
7653,E8984D0331E,E7901910682,repression,trend,1,pipeline,V_to_U,medium,review
7654,E8984D0331E,E7901910682,activation,contrast,1,curation,U_to_V,medium,review
7655,E8984D0331E,E7901910682,repression,trend,1,database,V_to_U,medium,review
7656,E8984D0331E,E7901910682,activation,contrast,1,experiment,U_to_V,high,review
7657,E8984D0331E,E7901910682,repression,trend,1,pipeline,V_to_U,high,review
7658,E8984D0331E,E7901910682,activation,contrast,1,curation,U_to_V,high,fail
7659,E8984D0331E,E7901910682,repression,trend,1,database,V_to_U,low,fail
7660,E8984D0331E,E7901910682,activation,contrast,1,experiment,U_to_V,low,fail
7661,E0CA9A02830,E7901910682,repression,contrast,1,pipeline,V_to_U,low,fail
7662,E0CA9A02830,E7901910682,activation,trend,1,curation,U_to_V,medium,fail
7663,E0CA9A02830,E7901910682,repression,contrast,1,database,V_to_U,medium,fail
7664,E0CA9A02830,E7901910682,activation,trend,1,experiment,U_to_V,medium,fail
7665,E0CA9A02830,E7901910682,repression,contrast,1,pipeline,V_to_U,high,pass
7666,E0CA9A02830,E7901910682,activation,trend,1,curation,U_to_V,high,pass
7667,E2003EAA929,E7901910682,repression,contrast,1,database,V_to_U,high,pass
7668,E2003EAA929,E7901910682,activation,trend,1,experiment,U_to_V,low,pass
7669,E2003EAA929,E7901910682,repression,contrast,1,pipeline,V_to_U,low,pass
7670,E2003EAA929,E7901910682,activation,trend,1,curation,U_to_V,low,pass
7671,E4EF7662AB9,E7901910682,repression,contrast,1,database,V_to_U,medium,pass
7672,EA1AA5B72B3,E7901910682,activation,contrast,1,experiment,U_to_V,medium,review
7673,EA1AA5B72B3,E7901910682,repression,trend,1,pipeline,V_to_U,medium,review
7674,E2EBB4728B6,E7901910682,activation,contrast,1,curation,U_to_V,high,review
7675,E6D0DD8CF55,E7901910682,repression,contrast,1,database,V_to_U,high,review
7676,E6D0DD8CF55,E7901910682,activation,trend,1,experiment,U_to_V,high,review
7677,E6D0DD8CF55,E7901910682,repression,contrast,1,pipeline,V_to_U,low,review
7678,E6D0DD8CF55,E7901910682,activation,trend,1,curation,U_to_V,low,review
7679,E6D0DD8CF55,E7901910682,repression,contrast,1,database,V_to_U,low,fail
7680,E6D0DD8CF55,E7901910682,activation,trend,1,experiment,U_to_V,medium,fail
7681,E6D0DD8CF55,E7901910682,repression,contrast,1,pipeline,V_to_U,medium,fail
7682,E6D0DD8CF55,E7901910682,activation,trend,1,curation,U_to_V,medium,fail
7683,E6D0DD8CF55,E7901910682,repression,contrast,1,database,V_to_U,high,fail
7684,E6D0DD8CF55,E7901910682,activation,trend,1,experiment,U_to_V,high,fail
7685,E6D0DD8CF55,E7901910682,repression,contrast,1,pipeline,V_to_U,high,fail
7686,E6D0DD8CF55,E7901910682,activation,trend,1,curation,U_to_V,low,pass
7687,E6D0DD8CF55,E7901910682,repression,contrast,1,database,V_to_U,low,pass
7688,E6D0DD8CF55,E7901910682,activation,trend,1,experiment,U_to_V,low,pass
7689,E6D0DD8CF55,E7901910682,repression,contrast,1,pipeline,V_to_U,medium,pass
7690,E6D0DD8CF55,E7901910682,activation,trend,1,curation,U_to_V,medium,pass
7691,E0CA9A02830,E86E53008FE,repression,contrast,1,database,V_to_U,medium,pass
7692,E0CA9A02830,E86E53008FE,activation,trend,1,experiment,U_to_V,high,pass
7693,E0CA9A02830,E86E53008FE,repression,contrast,1,pipeline,V_to_U,high,review
7694,E0CA9A02830,E86E53008FE,activation,trend,1,curation,U_to_V,high,review
7695,E2003EAA929,E86E53008FE,repression,contrast,1,database,V_to_U,low,review
7696,E2003EAA929,E86E53008FE,activation,trend,1,experiment,U_to_V,low,review
7697,E2003EAA929,E86E53008FE,repression,contrast,1,pipeline,V_to_U,low,review
7698,E2003EAA929,E86E53008FE,activation,trend,1,curation,U_to_V,medium,review
7699,E2003EAA929,E86E53008FE,repression,contrast,1,database,V_to_U,medium,review
7700,E2003EAA929,E86E53008FE,activation,trend,1,experiment,U_to_V,medium,fail
7701,E2003EAA929,E86E53008FE,repression,contrast,1,pipeline,V_to_U,high,fail
7702,E2003EAA929,E86E53008FE,activation,trend,1,curation,U_to_V,high,fail
7703,E2003EAA929,E86E53008FE,repression,contrast,1,database,V_to_U,high,fail
7704,E2003EAA929,E86E53008FE,activation,trend,1,experiment,U_to_V,low,fail
7705,E2003EAA929,E86E53008FE,repression,contrast,1,pipeline,V_to_U,low,fail
7706,E2003EAA929,E86E53008FE,activation,trend,1,curation,U_to_V,low,fail
7707,E0CA9A02830,EBCE7D192D3,repression,trend,1,database,V_to_U,medium,pass
7708,E0CA9A02830,EBCE7D192D3,activation,contrast,1,experiment,U_to_V,medium,pass
7709,E0CA9A02830,EBCE7D192D3,repression,trend,1,pipeline,V_to_U,medium,pass
7710,E4EF7662AB9,E8B6596A4A5,activation,trend,1,curation,U_to_V,high,pass
7711,E2AC8DBA9D7,E8B6596A4A5,repression,trend,1,database,V_to_U,high,pass
7712,E4EF7662AB9,ECEE8B768EA,activation,contrast,1,experiment,U_to_V,high,pass
7713,E755B9F97EC,E2534E15048,repression,contrast,1,pipeline,V_to_U,low,pass
7714,E755B9F97EC,E2534E15048,activation,trend,1,curation,U_to_V,low,review
7715,E755B9F97EC,E2534E15048,repression,contrast,1,database,V_to_U,low,review
7716,E31F04134BA,E5A2E9D65D2,activation,trend,1,experiment,U_to_V,medium,review
7717,E31F04134BA,E5A2E9D65D2,repression,contrast,1,pipeline,V_to_U,medium,review
7718,E3F919F6DC3,EC40B8C7E66,activation,trend,1,curation,U_to_V,medium,review
7719,E8984D0331E,EBB8B5F181C,repression,contrast,1,database,V_to_U,high,review
7720,E8984D0331E,EBB8B5F181C,activation,trend,1,experiment,U_to_V,high,review
7721,E8984D0331E,EBB8B5F181C,repression,contrast,1,pipeline,V_to_U,high,fail
7722,E8984D0331E,EBB8B5F181C,activation,trend,1,curation,U_to_V,low,fail
7723,E8984D0331E,EBB8B5F181C,repression,contrast,1,database,V_to_U,low,fail
7724,E8984D0331E,EBB8B5F181C,activation,trend,1,experiment,U_to_V,low,fail
7725,E8984D0331E,EBB8B5F181C,repression,contrast,1,pipeline,V_to_U,medium,fail
7726,E8984D0331E,EBB8B5F181C,activation,trend,1,curation,U_to_V,medium,fail
7727,E8984D0331E,EBB8B5F181C,repression,contrast,1,database,V_to_U,medium,fail
7728,E8984D0331E,EBB8B5F181C,activation,trend,1,experiment,U_to_V,high,pass
7729,E2003EAA929,EBB8B5F181C,repression,contrast,1,pipeline,V_to_U,high,pass
7730,E2003EAA929,EBB8B5F181C,activation,trend,1,curation,U_to_V,high,pass
7731,E2003EAA929,EBB8B5F181C,repression,contrast,1,database,V_to_U,low,pass
7732,E2003EAA929,EBB8B5F181C,activation,trend,1,experiment,U_to_V,low,pass
7733,E4EF7662AB9,EBB8B5F181C,repression,contrast,1,pipeline,V_to_U,low,pass
7734,E8984D0331E,E472F45D559,activation,contrast,1,curation,U_to_V,medium,pass
7735,E472F45D559,E916A931A87,repression,contrast,1,database,V_to_U,medium,review
7736,E8984D0331E,E4457F56AD9,activation,contrast,1,experiment,U_to_V,medium,review
7737,E2003EAA929,E1D902177F3,repression,contrast,1,pipeline,V_to_U,high,review
7738,E2003EAA929,E1D902177F3,activation,trend,1,curation,U_to_V,high,review
7739,E2003EAA929,E1D902177F3,repression,contrast,1,database,V_to_U,high,review
7740,E2003EAA929,E1D902177F3,activation,trend,1,experiment,U_to_V,low,review
7741,E7FCCCC0AF1,E5871310727,repression,contrast,1,pipeline,V_to_U,low,review
7742,E7FCCCC0AF1,E5871310727,activation,trend,1,curation,U_to_V,low,fail
7743,E7FCCCC0AF1,E5871310727,repression,contrast,1,database,V_to_U,medium,fail
7744,E7FCCCC0AF1,E5871310727,activation,trend,1,experiment,U_to_V,medium,fail
7745,E1BFDF36DA2,E0EB66FC6C8,repression,contrast,1,pipeline,V_to_U,medium,fail
7746,E30AC1C7360,E73D96798F6,activation,trend,1,curation,U_to_V,high,fail
7747,E8984D0331E,E4DF04D093A,repression,contrast,1,database,V_to_U,high,fail
7748,E8984D0331E,E4DF04D093A,activation,trend,1,experiment,U_to_V,high,fail
7749,E8984D0331E,E4DF04D093A,repression,contrast,1,pipeline,V_to_U,low,pass
7750,E8984D0331E,E4DF04D093A,activation,trend,1,curation,U_to_V,low,pass
7751,E8984D0331E,E4DF04D093A,repression,contrast,1,database,V_to_U,low,pass
7752,E8984D0331E,E4DF04D093A,activation,trend,1,experiment,U_to_V,medium,pass
7753,E8984D0331E,E4DF04D093A,repression,contrast,1,pipeline,V_to_U,medium,pass
7754,E8984D0331E,E4DF04D093A,activation,trend,1,curation,U_to_V,medium,pass
7755,E8984D0331E,E4DF04D093A,repression,contrast,1,database,V_to_U,high,pass
7756,E8984D0331E,E4DF04D093A,activation,trend,1,experiment,U_to_V,high,review
7757,E8984D0331E,E4DF04D093A,repression,contrast,1,pipeline,V_to_U,high,review
7758,E8984D0331E,E4DF04D093A,activation,trend,1,curation,U_to_V,low,review
7759,E8984D0331E,E4DF04D093A,repression,contrast,1,database,V_to_U,low,review
